LEVEL_ID;PRODUCT_ID
2519;726921699
2519;726915033
2519;726897659
2519;726921696
342;717706045
2519;727011368
2519;726915028
2519;726915029
2142;535032791
2140;717377492
2519;718892043
2519;715707280
2519;726921697
2519;726921695
2519;726897660
2519;726897658
2519;726915030
